date,brand,campaign_id,adset_id,spend,revenue,impressions,clicks,outbound_clicks,video_p25,video_p50,video_p75,video_p100,frequency,roas,cpc,ctr,hook_rate,outbound_ctr,conversion_value
2026-06-20,Brand B,camp_006,adset_006,271.1844,291.1898,3422.1372,95.9709,38.7453,469.3984,403.3562,314.5141,260.7925,2.4003,1.0738,2.8257,0.028,0.1372,0.0113,291.1898
2026-06-21,Brand B,camp_006,adset_006,290.4906,101.2151,3673.1878,64.9131,45.5969,423.1677,258.8547,224.6953,154.1875,2.4102,0.3484,4.4751,0.0177,0.1152,0.0124,101.2151
2026-06-22,Brand B,camp_006,adset_006,337.9335,890.549,4048.0166,121.3802,81.1513,621.0901,518.9214,416.5242,247.7849,2.3948,2.6353,2.7841,0.03,0.1534,0.02,890.549
2026-06-23,Brand B,camp_006,adset_006,271.439,990.9253,2233.6576,43.5756,27.8814,131.1198,101.7844,63.1313,48.1429,2.3952,3.6506,6.2291,0.0195,0.0587,0.0125,990.9253
2026-06-24,Brand B,camp_006,adset_006,404.0526,946.6947,5075.4854,108.1406,77.922,878.6091,680.4457,457.1588,354.2485,2.5403,2.343,3.7364,0.0213,0.1731,0.0154,946.6947
2026-06-25,Brand B,camp_006,adset_006,232.2667,274.1051,2899.9878,65.2785,43.9339,372.2888,284.7744,228.0414,118.6131,2.5046,1.1801,3.5581,0.0225,0.1284,0.0151,274.1051
2026-06-26,Brand B,camp_006,adset_006,231.2194,432.1473,2311.9355,62.3116,28.198,193.1819,121.4789,97.7135,71.3801,2.4434,1.869,3.7107,0.027,0.0836,0.0122,432.1473
2026-06-27,Brand B,camp_006,adset_006,229.066,473.8062,2021.4512,52.2266,25.2737,183.6103,151.1751,102.3143,72.9017,2.525,2.0684,4.386,0.0258,0.0908,0.0125,473.8062
2026-06-28,Brand B,camp_006,adset_006,295.4567,332.7059,2578.8744,71.6073,33.8174,282.2201,197.5057,136.3652,107.6909,2.5179,1.1261,4.1261,0.0278,0.1094,0.0131,332.7059
2026-06-29,Brand B,camp_006,adset_006,323.1068,760.1612,3941.4656,95.7936,62.3115,463.7048,278.5488,208.0038,138.3149,2.5089,2.3527,3.3729,0.0243,0.1176,0.0158,760.1612
2026-06-30,Brand B,camp_006,adset_006,271.8427,506.427,2979.5259,46.2252,28.1339,355.4201,254.3191,225.0254,188.1577,2.5534,1.8629,5.8808,0.0155,0.1193,0.0094,506.427
2026-07-01,Brand B,camp_006,adset_006,388.4658,1054.3115,3125.5236,92.3151,71.3432,308.9284,219.5194,190.4713,124.7547,2.5855,2.714,4.208,0.0295,0.0988,0.0228,1054.3115
2026-07-02,Brand B,camp_006,adset_006,415.1123,602.5062,4765.0154,85.3968,48.6586,407.8123,320.1678,239.3721,164.8837,2.6592,1.4514,4.861,0.0179,0.0856,0.0102,602.5062
2026-07-03,Brand B,camp_006,adset_006,343.5097,580.4273,4535.1789,106.1225,65.5549,253.0989,224.1501,184.6453,120.0229,2.6051,1.6897,3.2369,0.0234,0.0558,0.0145,580.4273
2026-07-04,Brand B,camp_006,adset_006,365.8913,326.2715,4294.1335,83.786,37.1906,408.6696,301.328,260.6646,139.0975,2.6677,0.8917,4.367,0.0195,0.0952,0.0087,326.2715
2026-07-05,Brand B,camp_006,adset_006,335.2226,513.7781,3748.3495,55.2497,33.946,256.6281,192.2817,130.8534,91.7271,2.7226,1.5326,6.0674,0.0147,0.0685,0.0091,513.7781
2026-07-06,Brand B,camp_006,adset_006,327.6329,251.5638,3680.2919,51.9402,34.2609,580.9017,459.9808,350.8593,238.038,2.7346,0.7678,6.3079,0.0141,0.1578,0.0093,251.5638
2026-07-07,Brand B,camp_006,adset_006,468.315,335.2531,3814.2646,47.2731,28.1717,598.0264,423.8397,365.2147,266.2352,2.7272,0.7159,9.9066,0.0124,0.1568,0.0074,335.2531
2026-07-08,Brand B,camp_006,adset_006,293.9092,352.3282,4052.0718,108.6539,75.3357,528.721,403.5387,321.4774,173.0199,2.7207,1.1988,2.705,0.0268,0.1305,0.0186,352.3282
2026-07-09,Brand B,camp_006,adset_006,279.9383,603.6804,2953.4329,61.4636,35.3717,288.0854,240.3108,174.6014,122.9535,2.7882,2.1565,4.5545,0.0208,0.0975,0.012,603.6804
2026-07-10,Brand B,camp_006,adset_006,474.6876,376.059,4688.9101,119.7072,64.0502,489.5853,354.9762,247.2483,142.9441,2.8418,0.7922,3.9654,0.0255,0.1044,0.0137,376.059
2026-07-11,Brand B,camp_006,adset_006,470.7481,911.7583,5387.4492,129.2643,79.4144,744.9133,447.3343,284.9672,239.6045,2.7985,1.9368,3.6417,0.024,0.1383,0.0147,911.7583
2026-07-12,Brand B,camp_006,adset_006,443.5991,668.6376,6056.5582,131.0672,94.7017,783.7145,602.3273,387.2897,318.9789,2.8282,1.5073,3.3845,0.0216,0.1294,0.0156,668.6376
2026-07-13,Brand B,camp_006,adset_006,302.7941,1038.6301,3563.8886,94.2714,48.8986,503.0594,328.6647,252.7012,185.146,2.8766,3.4302,3.2119,0.0265,0.1412,0.0137,1038.6301
2026-07-14,Brand B,camp_006,adset_006,211.3341,586.4995,1774.0608,29.2012,17.9119,240.6307,189.3078,161.6064,116.9409,2.9476,2.7752,7.2372,0.0165,0.1356,0.0101,586.4995
2026-07-15,Brand B,camp_006,adset_006,271.9972,762.9804,3503.8653,99.8453,44.4089,200.9683,164.4728,99.8764,79.1894,2.8971,2.8051,2.7242,0.0285,0.0574,0.0127,762.9804
2026-07-16,Brand B,camp_006,adset_006,257.5562,703.8255,3449.0322,80.4705,32.6231,474.5176,338.7478,238.1606,139.2039,2.9717,2.7327,3.2006,0.0233,0.1376,0.0095,703.8255
2026-07-17,Brand B,camp_006,adset_006,222.4236,489.1145,2110.9922,38.6942,21.3649,224.0943,152.7078,109.0144,84.9434,2.9408,2.199,5.7482,0.0183,0.1062,0.0101,489.1145
2026-07-18,Brand B,camp_006,adset_006,182.0613,179.6327,1955.9671,18.8661,14.2158,258.8306,168.2051,113.084,69.1674,2.9197,0.9867,9.6502,0.0096,0.1323,0.0073,179.6327
2026-07-19,Brand B,camp_006,adset_006,314.9384,325.8102,3822.7338,85.107,47.6744,570.0766,510.8418,355.1735,197.2419,3.0273,1.0345,3.7005,0.0223,0.1491,0.0125,325.8102
2026-07-20,Brand B,camp_006,adset_006,355.3504,674.8717,4763.7328,55.5121,35.7895,440.5181,285.9064,243.2999,174.5797,2.9713,1.8992,6.4013,0.0117,0.0925,0.0075,674.8717
2026-07-21,Brand B,camp_006,adset_006,329.7663,426.9181,3551.2094,54.8458,22.408,505.1099,341.621,304.5516,197.5504,3.0489,1.2946,6.0126,0.0154,0.1422,0.0063,426.9181
2026-07-22,Brand B,camp_006,adset_006,573.1364,1306.0112,6587.2918,186.5151,135.5024,384.2109,319.7486,201.147,118.861,3.0728,2.2787,3.0729,0.0283,0.0583,0.0206,1306.0112
2026-07-23,Brand B,camp_006,adset_006,641.0104,798.9556,6910.3957,91.885,48.6936,1129.052,801.3615,573.8251,374.5446,3.0298,1.2464,6.9762,0.0133,0.1634,0.007,798.9556
2026-07-24,Brand B,camp_006,adset_006,261.4316,501.2181,2896.4676,52.6917,24.9926,481.1364,317.5775,249.6714,168.8107,3.0443,1.9172,4.9615,0.0182,0.1661,0.0086,501.2181
2026-07-25,Brand B,camp_006,adset_006,272.3877,249.1798,2184.319,61.4914,25.1095,296.6883,265.6514,178.6696,149.368,3.1124,0.9148,4.4297,0.0282,0.1358,0.0115,249.1798
2026-07-26,Brand B,camp_006,adset_006,282.5315,263.4165,2518.7595,62.08,46.1438,245.1286,154.5742,120.9063,85.3425,3.1652,0.9323,4.5511,0.0246,0.0973,0.0183,263.4165
2026-07-27,Brand B,camp_006,adset_006,338.1848,389.8353,2851.9596,39.9756,24.2523,363.6391,274.8255,179.8729,99.5077,3.1834,1.1527,8.4598,0.014,0.1275,0.0085,389.8353
2026-07-28,Brand B,camp_006,adset_006,323.4379,1290.0829,4010.1641,36.6003,27.7273,385.9388,332.7128,223.6146,163.7679,3.1711,3.9887,8.837,0.0091,0.0962,0.0069,1290.0829
2026-07-29,Brand B,camp_006,adset_006,184.9999,267.6065,2250.8749,49.8375,30.3197,246.3513,157.947,133.8077,111.3295,3.2064,1.4465,3.7121,0.0221,0.1094,0.0135,267.6065
2026-07-30,Brand B,camp_006,adset_006,380.3205,917.6641,5217.84,117.9744,67.9274,321.4443,210.2016,173.0249,107.9931,3.2752,2.4129,3.2238,0.0226,0.0616,0.013,917.6641
2026-07-31,Brand B,camp_006,adset_006,392.2351,877.696,4264.0332,122.9934,89.5443,484.7363,423.1373,327.9845,248.6227,3.2744,2.2377,3.1891,0.0288,0.1137,0.021,877.696
2026-08-01,Brand B,camp_006,adset_006,196.1897,191.9736,1918.5999,23.6793,14.1175,104.672,79.2003,69.5882,47.0847,3.254,0.9785,8.2853,0.0123,0.0546,0.0074,191.9736
2026-08-02,Brand B,camp_006,adset_006,345.858,391.8192,4378.6839,108.5562,56.649,361.5762,272.3668,190.8439,145.2293,3.335,1.1329,3.186,0.0248,0.0826,0.0129,391.8192
2026-08-03,Brand B,camp_006,adset_006,425.1209,741.4471,5836.3971,165.8685,97.6711,787.1047,674.4683,463.8606,239.9541,3.3821,1.7441,2.563,0.0284,0.1349,0.0167,741.4471
2026-08-04,Brand B,camp_006,adset_006,239.7174,319.1641,3235.9707,82.7738,46.777,282.0576,213.6335,134.8045,78.0853,3.3519,1.3314,2.8961,0.0256,0.0872,0.0145,319.1641
2026-08-05,Brand B,camp_006,adset_006,435.0742,1050.6088,5049.6237,44.3408,20.6145,769.0171,522.5883,362.2545,236.5561,3.4154,2.4148,9.8121,0.0088,0.1523,0.0041,1050.6088
2026-08-06,Brand B,camp_006,adset_006,294.1399,973.0854,3637.1636,40.427,18.1102,208.5507,149.3549,92.8343,67.4503,3.3389,3.3082,7.2758,0.0111,0.0573,0.005,973.0854
2026-04-09,Brand C,camp_007,adset_007,1856.5146,6335.8016,16922.9304,320.6799,141.6218,2503.3048,2232.014,1707.0178,1227.967,1.6373,3.4127,5.7893,0.0189,0.1479,0.0084,6335.8016
2026-04-10,Brand C,camp_007,adset_007,2221.6318,10065.2141,28089.2347,258.5896,154.7777,2775.1299,1870.5526,1612.3738,1069.1161,1.5541,4.5305,8.5913,0.0092,0.0988,0.0055,10065.2141
2026-04-11,Brand C,camp_007,adset_007,2114.4474,8785.3904,28105.9959,818.2009,474.6407,3703.0338,2402.2816,1848.8178,1493.216,1.6522,4.1549,2.5843,0.0291,0.1318,0.0169,8785.3904
2026-04-12,Brand C,camp_007,adset_007,2104.4257,6671.8783,22743.7996,182.361,83.7058,3389.0722,2306.4607,1716.5932,1194.9062,1.6378,3.1704,11.5399,0.008,0.149,0.0037,6671.8783
2026-04-13,Brand C,camp_007,adset_007,1788.2996,2900.0503,19436.2189,406.904,315.583,2772.8387,1932.6322,1239.6987,667.1538,1.6292,1.6217,4.3949,0.0209,0.1427,0.0162,2900.0503
2026-04-14,Brand C,camp_007,adset_007,2042.5126,7072.1764,24164.3363,299.2597,144.4352,1495.2137,1047.7191,746.5391,489.736,1.6303,3.4625,6.8252,0.0124,0.0619,0.006,7072.1764
2026-04-15,Brand C,camp_007,adset_007,2122.7123,12069.405,29000.525,245.3796,126.1165,3543.026,2781.5056,1819.6612,1437.5484,1.6813,5.6858,8.6507,0.0085,0.1222,0.0043,12069.405
2026-04-16,Brand C,camp_007,adset_007,2565.9364,11899.2515,30304.1131,843.5815,357.8839,5216.9625,3611.4769,3065.4335,1708.5707,1.7099,4.6374,3.0417,0.0278,0.1722,0.0118,11899.2515
2026-04-17,Brand C,camp_007,adset_007,2008.7995,6769.8097,22574.4782,385.699,257.8277,1284.8923,771.127,638.9009,350.4328,1.6722,3.3701,5.2082,0.0171,0.0569,0.0114,6769.8097
2026-04-18,Brand C,camp_007,adset_007,2138.38,3421.1112,24741.0071,648.0319,453.348,2248.0142,1835.3567,1601.3114,1152.1803,1.7396,1.5999,3.2998,0.0262,0.0909,0.0183,3421.1112
2026-04-19,Brand C,camp_007,adset_007,3044.1581,6167.5949,27666.6713,643.0433,296.3118,2436.9247,1906.6761,1212.5026,635.3548,1.6564,2.026,4.734,0.0232,0.0881,0.0107,6167.5949
2026-04-20,Brand C,camp_007,adset_007,2783.2693,7386.649,34450.6584,863.0947,636.1215,4777.2493,3853.883,2540.0417,1757.5186,1.7781,2.6539,3.2248,0.0251,0.1387,0.0185,7386.649
2026-04-21,Brand C,camp_007,adset_007,1823.3178,4936.8855,20229.4025,573.9289,233.2235,1197.8894,858.0642,603.8934,438.2875,1.6754,2.7076,3.1769,0.0284,0.0592,0.0115,4936.8855
2026-04-22,Brand C,camp_007,adset_007,2475.9247,10400.1095,33012.8898,819.1787,615.3602,2249.7843,1752.5345,1069.7017,743.4273,1.7648,4.2005,3.0224,0.0248,0.0681,0.0186,10400.1095
2026-04-23,Brand C,camp_007,adset_007,3165.7141,7191.4089,29434.4851,282.9637,126.8394,4120.768,3600.1269,2221.5019,1859.1173,1.8106,2.2717,11.1877,0.0096,0.14,0.0043,7191.4089
2026-04-24,Brand C,camp_007,adset_007,3640.636,17441.5104,29590.7223,758.9149,528.8227,4517.7167,3216.2842,2682.3977,1367.2128,1.6675,4.7908,4.7972,0.0256,0.1527,0.0179,17441.5104
2026-04-25,Brand C,camp_007,adset_007,2278.1702,7103.7359,30057.298,240.8559,116.3929,2476.6516,1652.878,1193.2912,751.1165,1.8324,3.1182,9.4586,0.008,0.0824,0.0039,7103.7359
2026-04-26,Brand C,camp_007,adset_007,2688.797,20846.5325,30199.7515,399.979,201.1491,1649.9955,1121.1807,769.0123,626.7555,1.7458,7.7531,6.7223,0.0132,0.0546,0.0067,20846.5325
2026-04-27,Brand C,camp_007,adset_007,2100.9656,14022.7507,17307.5804,268.2371,175.9007,970.3446,711.1821,589.7694,400.1333,1.7496,6.6744,7.8325,0.0155,0.0561,0.0102,14022.7507
2026-04-28,Brand C,camp_007,adset_007,1413.8979,2414.526,12544.0107,160.7192,85.6028,1749.7955,1347.5078,1134.087,768.5119,1.8063,1.7077,8.7973,0.0128,0.1395,0.0068,2414.526
2026-04-29,Brand C,camp_007,adset_007,2248.2588,6626.1719,23352.4341,414.5745,268.7298,2242.5192,1810.9599,1433.9469,1050.0576,1.7709,2.9472,5.4231,0.0178,0.096,0.0115,6626.1719
2026-04-30,Brand C,camp_007,adset_007,2473.0883,6288.6157,29358.6876,829.6215,610.8414,4734.4144,4253.7413,3217.0647,2231.1165,1.7743,2.5428,2.981,0.0283,0.1613,0.0208,6288.6157
2026-05-01,Brand C,camp_007,adset_007,2349.9685,7960.7497,19348.033,165.1347,72.6269,2406.6494,1542.3777,1104.1276,580.9206,1.7742,3.3876,14.2306,0.0085,0.1244,0.0038,7960.7497
2026-05-02,Brand C,camp_007,adset_007,2650.2854,14220.689,28868.2818,465.2935,313.6226,4461.2382,3531.081,2315.5919,1692.9375,1.7871,5.3657,5.6959,0.0161,0.1545,0.0109,14220.689
2026-05-03,Brand C,camp_007,adset_007,2789.7157,10718.2716,26978.6647,323.8571,187.2863,2881.312,2391.7708,1924.3228,1579.147,1.8753,3.8421,8.614,0.012,0.1068,0.0069,10718.2716
2026-05-04,Brand C,camp_007,adset_007,2744.3732,8200.5785,32819.6337,803.3765,512.0738,3273.2297,2365.744,1998.6343,1680.0199,1.7547,2.9881,3.416,0.0245,0.0997,0.0156,8200.5785
2026-05-05,Brand C,camp_007,adset_007,2981.8604,6234.0717,36495.8257,664.6028,418.3784,6082.1386,5117.4533,4339.8648,3137.2986,1.8846,2.0907,4.4867,0.0182,0.1667,0.0115,6234.0717
2026-05-06,Brand C,camp_007,adset_007,2178.7351,5109.2487,20327.1376,260.2736,180.6318,2603.539,2137.4721,1358.8118,681.4819,1.838,2.3451,8.3709,0.0128,0.1281,0.0089,5109.2487
2026-05-07,Brand C,camp_007,adset_007,2094.1662,8361.7003,18771.5224,430.6072,183.0337,1103.5319,916.5818,817.4486,433.3573,1.8447,3.9929,4.8633,0.0229,0.0588,0.0098,8361.7003
2026-05-08,Brand C,camp_007,adset_007,2763.2183,8977.9447,33583.8748,988.6321,761.7289,3482.3657,2109.39,1565.1256,1132.9617,1.8073,3.2491,2.795,0.0294,0.1037,0.0227,8977.9447
2026-05-09,Brand C,camp_007,adset_007,3017.1333,14488.4158,37497.3422,362.6797,183.0819,6069.0901,4539.9263,2735.114,2132.0032,1.8563,4.802,8.319,0.0097,0.1619,0.0049,14488.4158
2026-05-10,Brand C,camp_007,adset_007,1568.4189,6569.8176,18588.5928,546.6946,424.9831,2553.8932,1813.5081,1286.6226,836.1777,1.924,4.1888,2.8689,0.0294,0.1374,0.0229,6569.8176
2026-05-11,Brand C,camp_007,adset_007,2436.9396,5938.0328,22198.3701,600.7771,261.4322,2118.0427,1331.7072,1021.6251,655.0896,1.8178,2.4367,4.0563,0.0271,0.0954,0.0118,5938.0328
2026-05-12,Brand C,camp_007,adset_007,2321.2195,7540.2636,26159.9975,576.6978,350.0563,3941.365,2899.0773,1922.9288,1266.3359,1.8699,3.2484,4.025,0.022,0.1507,0.0134,7540.2636
2026-05-13,Brand C,camp_007,adset_007,2081.9565,8020.1576,27827.9645,832.1287,528.1003,1492.1481,912.4362,549.5832,449.3779,1.8583,3.8522,2.502,0.0299,0.0536,0.019,8020.1576
2026-05-14,Brand C,camp_007,adset_007,1996.2427,3838.4522,24399.2508,271.5915,129.4176,2188.7367,1481.4237,985.3712,567.2937,1.915,1.9228,7.3502,0.0111,0.0897,0.0053,3838.4522
2026-05-15,Brand C,camp_007,adset_007,3944.2584,19007.7877,42798.8277,858.4793,494.7142,5656.9458,3964.2752,2651.6227,2194.9576,1.8455,4.8191,4.5945,0.0201,0.1322,0.0116,19007.7877
2026-05-16,Brand C,camp_007,adset_007,2195.0079,9530.5958,17764.5022,244.9997,122.2748,1928.7455,1677.2523,1414.7573,1193.7626,1.9209,4.3419,8.9592,0.0138,0.1086,0.0069,9530.5958
2026-05-17,Brand C,camp_007,adset_007,1569.2276,4419.2985,19800.6173,588.554,398.528,2425.3665,1842.3662,1384.9108,990.5824,1.8784,2.8162,2.6662,0.0297,0.1225,0.0201,4419.2985
2026-05-18,Brand C,camp_007,adset_007,2505.2192,6982.711,30817.5736,811.028,486.9795,2393.1247,1830.9678,1195.7195,783.1141,2.0079,2.7873,3.0889,0.0263,0.0777,0.0158,6982.711
2026-05-19,Brand C,camp_007,adset_007,1906.258,6564.028,17436.8431,385.1216,215.5986,1173.7273,834.0551,570.7628,343.0059,2.044,3.4434,4.9498,0.0221,0.0673,0.0124,6564.028
2026-05-20,Brand C,camp_007,adset_007,1863.2114,6019.7252,19204.4511,422.1659,304.4203,2679.5599,1909.4335,1643.5458,1264.8889,1.9825,3.2308,4.4135,0.022,0.1395,0.0159,6019.7252
2026-05-21,Brand C,camp_007,adset_007,3990.8519,10158.235,47710.3633,785.4452,418.5022,6031.4032,3801.3968,3296.5828,2464.719,1.9806,2.5454,5.081,0.0165,0.1264,0.0088,10158.235
2026-05-22,Brand C,camp_007,adset_007,1679.1049,6129.9721,21654.5604,587.2911,338.0162,3639.4261,3092.2537,2467.7641,1942.8553,1.9597,3.6507,2.8591,0.0271,0.1681,0.0156,6129.9721
2026-05-23,Brand C,camp_007,adset_007,1332.1851,4538.6476,17660.1691,331.3482,188.6054,2624.2152,1811.7426,1352.8813,928.5561,1.9837,3.4069,4.0205,0.0188,0.1486,0.0107,4538.6476
2026-05-24,Brand C,camp_007,adset_007,2193.6716,12368.6058,18960.6636,533.9622,420.357,1411.8777,1235.5552,853.1427,448.2906,1.9829,5.6383,4.1083,0.0282,0.0745,0.0222,12368.6058
2026-05-25,Brand C,camp_007,adset_007,1785.771,7505.2293,23008.9648,643.1336,309.1374,3210.6617,2420.5593,1930.5334,1309.7618,2.0209,4.2028,2.7767,0.028,0.1395,0.0134,7505.2293
2026-05-26,Brand C,camp_007,adset_007,1715.6822,5712.9626,22602.2386,586.3236,400.9153,3144.2934,2217.4841,1613.3584,957.0984,1.9963,3.3298,2.9262,0.0259,0.1391,0.0177,5712.9626
2026-05-27,Brand C,camp_007,adset_007,3106.3153,5549.5534,25677.3218,429.7092,212.8176,2145.3848,1403.8392,926.9421,532.2577,1.9626,1.7865,7.2289,0.0167,0.0836,0.0083,5549.5534
2026-05-28,Brand C,camp_007,adset_007,2575.9326,5845.8065,23598.9259,279.0099,209.8152,3510.7889,3087.2597,2612.1956,1782.2797,2.077,2.2694,9.2324,0.0118,0.1488,0.0089,5845.8065
2026-05-29,Brand C,camp_007,adset_007,2528.8017,8905.4838,21278.6898,179.4718,121.6848,2412.1174,1514.2044,1070.0085,829.9359,1.9953,3.5216,14.0902,0.0084,0.1134,0.0057,8905.4838
2026-05-30,Brand C,camp_007,adset_007,2512.2371,10625.5436,24531.4333,524.1476,289.5908,2722.4995,2400.7932,1932.1456,988.764,2.0297,4.2295,4.793,0.0214,0.111,0.0118,10625.5436
2026-05-31,Brand C,camp_007,adset_007,1909.4804,4869.2884,16822.3992,438.4476,333.645,1300.211,834.6985,528.0066,270.2495,2.0563,2.5501,4.3551,0.0261,0.0773,0.0198,4869.2884
2026-06-01,Brand C,camp_007,adset_007,2262.761,8007.9733,18762.0698,178.9676,78.8203,3225.7104,2870.0357,2101.103,1188.2817,2.0166,3.539,12.6434,0.0095,0.1719,0.0042,8007.9733
2026-06-02,Brand C,camp_007,adset_007,1734.3942,5748.0549,17063.2589,186.0527,92.8613,1486.5588,1086.0605,933.2105,791.0074,2.0824,3.3142,9.3221,0.0109,0.0871,0.0054,5748.0549
2026-06-03,Brand C,camp_007,adset_007,3798.8641,13241.9068,41981.4889,1002.6635,672.8066,7005.906,4697.0568,3323.5633,2612.4111,2.035,3.4858,3.7888,0.0239,0.1669,0.016,13241.9068
2026-06-04,Brand C,camp_007,adset_007,3293.9949,9040.1816,45811.93,1056.9663,608.454,7843.8077,6909.057,5665.088,3980.0318,2.1255,2.7444,3.1165,0.0231,0.1712,0.0133,9040.1816
2026-06-05,Brand C,camp_007,adset_007,1725.4075,7673.6622,23004.0319,569.0336,315.2451,1170.6715,742.6216,596.0412,430.7281,2.0166,4.4474,3.0322,0.0247,0.0509,0.0137,7673.6622
2026-06-06,Brand C,camp_007,adset_007,2946.0066,7500.6948,31343.9788,938.355,590.3321,3504.5279,2575.0194,2028.0839,1235.4948,2.0141,2.5461,3.1395,0.0299,0.1118,0.0188,7500.6948
2026-06-07,Brand C,camp_007,adset_007,2225.9797,9449.1575,23296.8089,585.5645,271.4614,3238.6918,2451.9434,1905.5848,1187.8094,2.0577,4.2449,3.8014,0.0251,0.139,0.0117,9449.1575
2026-06-08,Brand C,camp_007,adset_007,2336.8543,3373.2874,32225.7015,621.6266,352.2198,3116.5817,1982.3665,1261.5493,915.8671,2.0723,1.4435,3.7593,0.0193,0.0967,0.0109,3373.2874
2026-06-09,Brand C,camp_007,adset_007,2813.8025,6525.3889,30614.8827,845.753,592.9067,1740.7979,1171.1628,805.644,585.9356,2.1056,2.3191,3.327,0.0276,0.0569,0.0194,6525.3889
2026-06-10,Brand C,camp_007,adset_007,3023.5327,9152.123,35980.1503,514.5519,375.7049,3913.6921,2483.9502,1868.4636,1263.5319,2.2039,3.027,5.876,0.0143,0.1088,0.0104,9152.123
2026-06-11,Brand C,camp_007,adset_007,2456.9035,4343.6197,27296.5055,763.3871,582.7999,3016.4908,2027.3431,1253.6386,966.093,2.0611,1.7679,3.2184,0.028,0.1105,0.0214,4343.6197
2026-06-12,Brand C,camp_007,adset_007,2475.0369,4356.2873,26861.9313,314.0047,148.6429,4409.2216,3239.8998,1957.5307,1412.625,2.1505,1.7601,7.8822,0.0117,0.1641,0.0055,4356.2873
2026-06-13,Brand C,camp_007,adset_007,2534.1622,6072.1082,28478.7209,555.7703,244.475,2523.2591,1746.6145,1105.2294,635.203,2.1374,2.3961,4.5597,0.0195,0.0886,0.0086,6072.1082
2026-06-14,Brand C,camp_007,adset_007,2392.1988,6603.6111,31842.7867,882.9292,525.9726,4464.1573,3122.4892,2178.487,1630.3505,2.1646,2.7605,2.7094,0.0277,0.1402,0.0165,6603.6111
2026-06-15,Brand C,camp_007,adset_007,2129.1473,11347.7204,28394.7595,414.176,307.4511,4472.5803,3450.9448,2508.8917,2126.2068,2.2001,5.3297,5.1407,0.0146,0.1575,0.0108,11347.7204
2026-06-16,Brand C,camp_007,adset_007,2444.9311,5549.2734,25908.951,577.9603,258.6216,2001.315,1658.0666,1105.5964,877.87,2.188,2.2697,4.2303,0.0223,0.0772,0.01,5549.2734
2026-06-17,Brand C,camp_007,adset_007,2736.5627,5838.762,25342.0149,655.8481,496.5777,3525.6181,2547.1385,2118.6104,1707.7182,2.2096,2.1336,4.1726,0.0259,0.1391,0.0196,5838.762
2026-06-18,Brand C,camp_007,adset_007,1621.34,5720.2846,18824.4924,514.9494,208.5418,2565.4277,2120.5213,1490.5999,1223.7616,2.3074,3.5281,3.1485,0.0274,0.1363,0.0111,5720.2846
2026-06-19,Brand C,camp_007,adset_007,2310.3307,6264.4709,31810.9175,399.4964,163.5808,4064.102,3121.2407,2584.1355,1563.2413,2.259,2.7115,5.7831,0.0126,0.1278,0.0051,6264.4709
2026-06-20,Brand C,camp_007,adset_007,2135.6236,9293.0382,17810.3488,455.683,187.7311,1659.0129,1178.0157,969.7296,566.049,2.2449,4.3514,4.6866,0.0256,0.0931,0.0105,9293.0382
2026-06-21,Brand C,camp_007,adset_007,2102.3459,9544.0218,28405.2469,236.1305,112.4321,2264.0748,1888.2099,1365.9394,1137.565,2.3135,4.5397,8.9033,0.0083,0.0797,0.004,9544.0218
2026-06-22,Brand C,camp_007,adset_007,1553.5786,6354.3292,18321.5316,211.6059,159.5406,3183.796,1978.8005,1775.2706,1047.9948,2.2205,4.0901,7.3419,0.0115,0.1738,0.0087,6354.3292
2026-06-23,Brand C,camp_007,adset_007,2750.9831,7956.331,35794.5936,738.912,395.6686,4885.5827,4124.1125,3339.2817,1875.4123,2.1068,2.8922,3.723,0.0206,0.1365,0.0111,7956.331
2026-06-24,Brand C,camp_007,adset_007,3277.4958,5963.136,43954.9123,1111.4666,885.7629,7408.3829,6628.657,5647.6366,4169.0201,2.2672,1.8194,2.9488,0.0253,0.1685,0.0202,5963.136
2026-06-25,Brand C,camp_007,adset_007,2799.4672,5323.0324,24139.3928,405.4857,311.2464,1819.4218,1229.3746,769.781,442.897,2.2216,1.9014,6.904,0.0168,0.0754,0.0129,5323.0324
2026-06-26,Brand C,camp_007,adset_007,1226.4967,7750.6703,12621.4336,349.7266,194.3825,1997.6075,1707.249,1036.4673,779.5558,2.3304,6.3194,3.507,0.0277,0.1583,0.0154,7750.6703
2026-06-27,Brand C,camp_007,adset_007,2683.2285,9900.319,27921.7488,763.4219,398.2491,3180.7964,2735.7315,1795.5308,912.4317,2.3302,3.6897,3.5147,0.0273,0.1139,0.0143,9900.319
2026-06-28,Brand C,camp_007,adset_007,1467.1461,5558.1117,18128.6556,388.7492,231.9465,1044.4664,894.29,664.6906,388.0636,2.27,3.7884,3.774,0.0214,0.0576,0.0128,5558.1117
2026-06-29,Brand C,camp_007,adset_007,2474.4765,4706.5831,30767.2636,318.3265,132.8201,3877.2111,3126.4631,2802.5582,1456.1991,2.2648,1.9021,7.7734,0.0103,0.126,0.0043,4706.5831
2026-06-30,Brand C,camp_007,adset_007,1628.693,5010.1765,20853.2213,457.5065,254.8487,3010.2772,2533.0586,1607.8157,956.0422,2.2736,3.0762,3.5599,0.0219,0.1444,0.0122,5010.1765
